
---------- Begin Simulation Statistics ----------
simSeconds                                   0.009910                       # Number of seconds simulated (Second)
system.cpu0.dcache.prefetcher.pfHitInMSHR      1004508                       # number of prefetches hitting in a MSHR (Count)
system.cpu0.dcache.prefetcher.pfHitInWB             1                       # number of prefetches hit in the Write Buffer (Count)
system.cpu0.dcache.prefetcher.pfLate         50312407                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu0.dcache.prefetcher.pfIdentified     68047552                       # number of prefetch candidates identified (Count)
system.cpu0.dcache.prefetcher.pfBufferHit     17008113                       # number of redundant prefetches already in prefetch queue (Count)
system.cpu0.dcache.prefetcher.pfInCache             0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.cpu0.dcache.prefetcher.pfRemovedDemand       169667                       # number of prefetches dropped due to a demand for the same address (Count)
system.cpu0.dcache.prefetcher.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu0.dcache.prefetcher.pfSpanPage      8920796                       # number of prefetches that crossed the page (Count)
system.cpu0.dcache.prefetcher.pfUsefulSpanPage       448404                       # number of prefetches that is useful and crossed the page (Count)
system.cpu0.dcache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 660078608359                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.dcache.tags.tagsInUse          380.275242                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.dcache.tags.totalRefs             6691620                       # Total number of references to valid blocks. (Count)
system.cpu0.dcache.tags.sampledRefs            311691                       # Sample count of references to valid blocks. (Count)
system.cpu0.dcache.tags.avgRefs             21.468762                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.dcache.tags.warmupTick                  0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.dcache.tags.occupancies::cpu0.dcache.prefetcher   311.096165                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.dcache.tags.occupancies::switch_cpus0.data    69.179077                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.dcache.tags.avgOccs::cpu0.dcache.prefetcher     0.607610                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.avgOccs::switch_cpus0.data     0.135115                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.avgOccs::total       0.742725                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.occupanciesTaskId::1022          420                       # Occupied blocks per task id (Count)
system.cpu0.dcache.tags.occupanciesTaskId::1024           92                       # Occupied blocks per task id (Count)
system.cpu0.dcache.tags.ageTaskId_1022::1          420                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::0           12                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::1           80                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ratioOccsTaskId::1022     0.820312                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.dcache.tags.ratioOccsTaskId::1024     0.179688                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.dcache.tags.tagAccesses          51876353                       # Number of tag accesses (Count)
system.cpu0.dcache.tags.dataAccesses         51876353                       # Number of data accesses (Count)
system.cpu0.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 660078608359                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED 660078608359                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu0.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 660078608359                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.exec_context.thread_0.numMatAluAccesses            0                       # Number of matrix alu accesses (Count)
system.cpu0.exec_context.thread_0.numCallsReturns            0                       # Number of times a function call or return occured (Count)
system.cpu0.exec_context.thread_0.numMatInsts            0                       # Number of matrix instructions (Count)
system.cpu0.exec_context.thread_0.numIdleCycles            0                       # Number of idle cycles (Cycle)
system.cpu0.exec_context.thread_0.numBusyCycles            0                       # Number of busy cycles (Cycle)
system.cpu0.exec_context.thread_0.notIdleFraction            1                       # Percentage of non-idle cycles (Ratio)
system.cpu0.exec_context.thread_0.idleFraction            0                       # Percentage of idle cycles (Ratio)
system.cpu0.executeStats0.numInsts                  0                       # Number of executed instructions (Count)
system.cpu0.executeStats0.numNop                    0                       # Number of nop insts executed (Count)
system.cpu0.executeStats0.numBranches               0                       # Number of branches executed (Count)
system.cpu0.executeStats0.numLoadInsts              0                       # Number of load instructions executed (Count)
system.cpu0.executeStats0.numStoreInsts             0                       # Number of stores executed (Count)
system.cpu0.executeStats0.instRate                nan                       # Inst execution rate ((Count/Cycle))
system.cpu0.executeStats0.numFpRegWrites            0                       # Number of times the floating registers were written (Count)
system.cpu0.executeStats0.numMemRefs                0                       # Number of memory refs (Count)
system.cpu0.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu0.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu0.fetchStats0.numInsts                    0                       # Number of instructions fetched (thread level) (Count)
system.cpu0.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu0.fetchStats0.fetchRate                 nan                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu0.fetchStats0.branchRate                nan                       # Number of branch fetches per cycle (Ratio)
system.cpu0.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu0.icache.demandHits_T::switch_cpus0.inst      2610098                       # number of demand (read+write) hits (Count)
system.cpu0.icache.demandHits_T::total        2610098                       # number of demand (read+write) hits (Count)
system.cpu0.icache.overallHits_T::switch_cpus0.inst      2610098                       # number of overall hits (Count)
system.cpu0.icache.overallHits_T::total       2610098                       # number of overall hits (Count)
system.cpu0.icache.demandMisses_T::switch_cpus0.inst           66                       # number of demand (read+write) misses (Count)
system.cpu0.icache.demandMisses_T::total           66                       # number of demand (read+write) misses (Count)
system.cpu0.icache.overallMisses_T::switch_cpus0.inst           66                       # number of overall misses (Count)
system.cpu0.icache.overallMisses_T::total           66                       # number of overall misses (Count)
system.cpu0.icache.demandMissLatency_T::switch_cpus0.inst      4389199                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.demandMissLatency_T::total      4389199                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.overallMissLatency_T::switch_cpus0.inst      4389199                       # number of overall miss ticks (Tick)
system.cpu0.icache.overallMissLatency_T::total      4389199                       # number of overall miss ticks (Tick)
system.cpu0.icache.demandAccesses_T::switch_cpus0.inst      2610164                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.demandAccesses_T::total      2610164                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.overallAccesses_T::switch_cpus0.inst      2610164                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses_T::total      2610164                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate_T::switch_cpus0.inst     0.000025                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate_T::total     0.000025                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate_T::switch_cpus0.inst     0.000025                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate_T::total     0.000025                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency_T::switch_cpus0.inst 66503.015152                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.demandAvgMissLatency_T::total 66503.015152                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency_T::switch_cpus0.inst 66503.015152                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency_T::total 66503.015152                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.writebacks_T::writebacks           44                       # number of writebacks (Count)
system.cpu0.icache.writebacks_T::total             44                       # number of writebacks (Count)
system.cpu0.icache.demandMshrHits_T::switch_cpus0.inst            5                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits_T::total            5                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits_T::switch_cpus0.inst            5                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits_T::total            5                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses_T::switch_cpus0.inst           61                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses_T::total           61                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses_T::switch_cpus0.inst           61                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses_T::total           61                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency_T::switch_cpus0.inst      4115324                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissLatency_T::total      4115324                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency_T::switch_cpus0.inst      4115324                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency_T::total      4115324                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissRate_T::switch_cpus0.inst     0.000023                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.demandMshrMissRate_T::total     0.000023                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.overallMshrMissRate_T::switch_cpus0.inst     0.000023                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.overallMshrMissRate_T::total     0.000023                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.demandAvgMshrMissLatency_T::switch_cpus0.inst 67464.327869                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.demandAvgMshrMissLatency_T::total 67464.327869                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency_T::switch_cpus0.inst 67464.327869                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency_T::total 67464.327869                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.replacements_T                  44                       # number of replacements (Count)
system.cpu0.icache.ReadReq_T.hits::switch_cpus0.inst      2610098                       # number of ReadReq_T hits (Count)
system.cpu0.icache.ReadReq_T.hits::total      2610098                       # number of ReadReq_T hits (Count)
system.cpu0.icache.ReadReq_T.misses::switch_cpus0.inst           66                       # number of ReadReq_T misses (Count)
system.cpu0.icache.ReadReq_T.misses::total           66                       # number of ReadReq_T misses (Count)
system.cpu0.icache.ReadReq_T.missLatency::switch_cpus0.inst      4389199                       # number of ReadReq_T miss ticks (Tick)
system.cpu0.icache.ReadReq_T.missLatency::total      4389199                       # number of ReadReq_T miss ticks (Tick)
system.cpu0.icache.ReadReq_T.accesses::switch_cpus0.inst      2610164                       # number of ReadReq_T accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq_T.accesses::total      2610164                       # number of ReadReq_T accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq_T.missRate::switch_cpus0.inst     0.000025                       # miss rate for ReadReq_T accesses (Ratio)
system.cpu0.icache.ReadReq_T.missRate::total     0.000025                       # miss rate for ReadReq_T accesses (Ratio)
system.cpu0.icache.ReadReq_T.avgMissLatency::switch_cpus0.inst 66503.015152                       # average ReadReq_T miss latency ((Tick/Count))
system.cpu0.icache.ReadReq_T.avgMissLatency::total 66503.015152                       # average ReadReq_T miss latency ((Tick/Count))
system.cpu0.icache.ReadReq_T.mshrHits::switch_cpus0.inst            5                       # number of ReadReq_T MSHR hits (Count)
system.cpu0.icache.ReadReq_T.mshrHits::total            5                       # number of ReadReq_T MSHR hits (Count)
system.cpu0.icache.ReadReq_T.mshrMisses::switch_cpus0.inst           61                       # number of ReadReq_T MSHR misses (Count)
system.cpu0.icache.ReadReq_T.mshrMisses::total           61                       # number of ReadReq_T MSHR misses (Count)
system.cpu0.icache.ReadReq_T.mshrMissLatency::switch_cpus0.inst      4115324                       # number of ReadReq_T MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq_T.mshrMissLatency::total      4115324                       # number of ReadReq_T MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq_T.mshrMissRate::switch_cpus0.inst     0.000023                       # mshr miss rate for ReadReq_T accesses (Ratio)
system.cpu0.icache.ReadReq_T.mshrMissRate::total     0.000023                       # mshr miss rate for ReadReq_T accesses (Ratio)
system.cpu0.icache.ReadReq_T.avgMshrMissLatency::switch_cpus0.inst 67464.327869                       # average ReadReq_T mshr miss latency ((Tick/Count))
system.cpu0.icache.ReadReq_T.avgMshrMissLatency::total 67464.327869                       # average ReadReq_T mshr miss latency ((Tick/Count))
system.cpu0.icache.power_state.pwrStateResidencyTicks::UNDEFINED 660078608359                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.prefetcher.demandMshrMisses           61                       # demands not covered by prefetchs (Count)
system.cpu0.icache.prefetcher.pfIssued              0                       # number of hwpf issued (Count)
system.cpu0.icache.prefetcher.pfUseful              0                       # number of useful prefetch (Count)
system.cpu0.icache.prefetcher.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.cpu0.icache.prefetcher.accuracy            nan                       # accuracy of the prefetcher (Count)
system.cpu0.icache.prefetcher.coverage              0                       # coverage brought by this prefetcher (Count)
system.cpu0.icache.prefetcher.pfHitInCache            0                       # number of prefetches hitting in cache (Count)
system.cpu0.icache.prefetcher.pfHitInMSHR            0                       # number of prefetches hitting in a MSHR (Count)
system.cpu0.icache.prefetcher.pfHitInWB             0                       # number of prefetches hit in the Write Buffer (Count)
system.cpu0.icache.prefetcher.pfLate                0                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu0.icache.prefetcher.pfIdentified            0                       # number of prefetch candidates identified (Count)
system.cpu0.icache.prefetcher.pfBufferHit            0                       # number of redundant prefetches already in prefetch queue (Count)
system.cpu0.icache.prefetcher.pfInCache             0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.cpu0.icache.prefetcher.pfRemovedDemand            0                       # number of prefetches dropped due to a demand for the same address (Count)
system.cpu0.icache.prefetcher.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu0.icache.prefetcher.pfSpanPage            0                       # number of prefetches that crossed the page (Count)
system.cpu0.icache.prefetcher.pfUsefulSpanPage            0                       # number of prefetches that is useful and crossed the page (Count)
system.cpu0.icache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 660078608359                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.tags.tagsInUse          490.529044                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.icache.tags.totalRefs                 257                       # Total number of references to valid blocks. (Count)
system.cpu0.icache.tags.sampledRefs                44                       # Sample count of references to valid blocks. (Count)
system.cpu0.icache.tags.avgRefs              5.840909                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.icache.tags.warmupTick                  0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.icache.tags.occupancies::cpu0.inst            3                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.icache.tags.occupancies::switch_cpus0.inst   487.529044                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.icache.tags.avgOccs::cpu0.inst     0.005859                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.avgOccs::switch_cpus0.inst     0.952205                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.avgOccs::total       0.958065                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.occupanciesTaskId::1024          493                       # Occupied blocks per task id (Count)
system.cpu0.icache.tags.ageTaskId_1024::0            2                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::3          491                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ratioOccsTaskId::1024     0.962891                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.icache.tags.tagAccesses          20881372                       # Number of tag accesses (Count)
system.cpu0.icache.tags.dataAccesses         20881372                       # Number of data accesses (Count)
system.cpu0.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 660078608359                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.interrupts.clk_domain.clock          5008                       # Clock period in ticks (Tick)
system.cpu0.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED 660078608359                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 660078608359                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.l2cache.demandMshrMisses_0::cpu0.dcache.prefetcher       121000                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2cache.demandMshrMisses_0::switch_cpus0.data          266                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2cache.demandMshrMisses_0::total       121266                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2cache.overallMshrMisses_0::cpu0.dcache.prefetcher       121000                       # number of overall MSHR misses (Count)
system.cpu0.l2cache.overallMshrMisses_0::switch_cpus0.data          266                       # number of overall MSHR misses (Count)
system.cpu0.l2cache.overallMshrMisses_0::total       121266                       # number of overall MSHR misses (Count)
system.cpu0.l2cache.overallMshrUncacheableLatency_0::cpu0.dcache.prefetcher   4494759017                       # number of overall MSHR uncacheable ticks (Tick)
system.cpu0.l2cache.overallMshrUncacheableLatency_0::switch_cpus0.data     21901236                       # number of overall MSHR uncacheable ticks (Tick)
system.cpu0.l2cache.overallMshrUncacheableLatency_0::total   4516660253                       # number of overall MSHR uncacheable ticks (Tick)
system.cpu0.l2cache.demandMshrMissRate_0::cpu0.dcache.prefetcher          inf                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.l2cache.demandMshrMissRate_0::switch_cpus0.data          inf                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.l2cache.demandMshrMissRate_0::total          inf                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.l2cache.overallMshrMissRate_0::cpu0.dcache.prefetcher          inf                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.l2cache.overallMshrMissRate_0::switch_cpus0.data          inf                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.l2cache.overallMshrMissRate_0::total          inf                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.l2cache.overallAvgMshrUncacheableLatency_0::cpu0.dcache.prefetcher          inf                       # average overall mshr uncacheable latency ((Tick/Count))
system.cpu0.l2cache.overallAvgMshrUncacheableLatency_0::switch_cpus0.data          inf                       # average overall mshr uncacheable latency ((Tick/Count))
system.cpu0.l2cache.overallAvgMshrUncacheableLatency_0::total          inf                       # average overall mshr uncacheable latency ((Tick/Count))
system.cpu0.l2cache.overallMshrUncacheable_3::switch_cpus0.data           94                       # number of overall MSHR uncacheable misses (Count)
system.cpu0.l2cache.overallMshrUncacheable_3::total           94                       # number of overall MSHR uncacheable misses (Count)
system.cpu0.l2cache.overallMshrUncacheableLatency_3::switch_cpus0.data    566673886                       # number of overall MSHR uncacheable ticks (Tick)
system.cpu0.l2cache.overallMshrUncacheableLatency_3::total    566673886                       # number of overall MSHR uncacheable ticks (Tick)
system.cpu0.l2cache.overallAvgMshrUncacheableLatency_3::switch_cpus0.data 6028445.595745                       # average overall mshr uncacheable latency ((Tick/Count))
system.cpu0.l2cache.overallAvgMshrUncacheableLatency_3::total 6028445.595745                       # average overall mshr uncacheable latency ((Tick/Count))
system.cpu0.l2cache.overallMshrUncacheable_4::switch_cpus0.data          185                       # number of overall MSHR uncacheable misses (Count)
system.cpu0.l2cache.overallMshrUncacheable_4::total          185                       # number of overall MSHR uncacheable misses (Count)
system.cpu0.l2cache.overallMshrUncacheable_5::switch_cpus0.data         1050                       # number of overall MSHR uncacheable misses (Count)
system.cpu0.l2cache.overallMshrUncacheable_5::total         1050                       # number of overall MSHR uncacheable misses (Count)
system.cpu0.l2cache.demandHits_6::cpu0.dcache.prefetcher        49157                       # number of demand (read+write) hits (Count)
system.cpu0.l2cache.demandHits_6::switch_cpus0.data          401                       # number of demand (read+write) hits (Count)
system.cpu0.l2cache.demandHits_6::total         49558                       # number of demand (read+write) hits (Count)
system.cpu0.l2cache.overallHits_6::cpu0.dcache.prefetcher        49157                       # number of overall hits (Count)
system.cpu0.l2cache.overallHits_6::switch_cpus0.data          401                       # number of overall hits (Count)
system.cpu0.l2cache.overallHits_6::total        49558                       # number of overall hits (Count)
system.cpu0.l2cache.demandMisses_6::cpu0.dcache.prefetcher        14836                       # number of demand (read+write) misses (Count)
system.cpu0.l2cache.demandMisses_6::switch_cpus0.data         3850                       # number of demand (read+write) misses (Count)
system.cpu0.l2cache.demandMisses_6::total        18686                       # number of demand (read+write) misses (Count)
system.cpu0.l2cache.overallMisses_6::cpu0.dcache.prefetcher        14836                       # number of overall misses (Count)
system.cpu0.l2cache.overallMisses_6::switch_cpus0.data         3850                       # number of overall misses (Count)
system.cpu0.l2cache.overallMisses_6::total        18686                       # number of overall misses (Count)
system.cpu0.l2cache.demandMissLatency_6::cpu0.dcache.prefetcher   1826879168                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.l2cache.demandMissLatency_6::switch_cpus0.data    643846008                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.l2cache.demandMissLatency_6::total   2470725176                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.l2cache.overallMissLatency_6::cpu0.dcache.prefetcher   1826879168                       # number of overall miss ticks (Tick)
system.cpu0.l2cache.overallMissLatency_6::switch_cpus0.data    643846008                       # number of overall miss ticks (Tick)
system.cpu0.l2cache.overallMissLatency_6::total   2470725176                       # number of overall miss ticks (Tick)
system.cpu0.l2cache.demandAccesses_6::cpu0.dcache.prefetcher        63993                       # number of demand (read+write) accesses (Count)
system.cpu0.l2cache.demandAccesses_6::switch_cpus0.data         4251                       # number of demand (read+write) accesses (Count)
system.cpu0.l2cache.demandAccesses_6::total        68244                       # number of demand (read+write) accesses (Count)
system.cpu0.l2cache.overallAccesses_6::cpu0.dcache.prefetcher        63993                       # number of overall (read+write) accesses (Count)
system.cpu0.l2cache.overallAccesses_6::switch_cpus0.data         4251                       # number of overall (read+write) accesses (Count)
system.cpu0.l2cache.overallAccesses_6::total        68244                       # number of overall (read+write) accesses (Count)
system.cpu0.l2cache.demandMissRate_6::cpu0.dcache.prefetcher     0.231838                       # miss rate for demand accesses (Ratio)
system.cpu0.l2cache.demandMissRate_6::switch_cpus0.data     0.905669                       # miss rate for demand accesses (Ratio)
system.cpu0.l2cache.demandMissRate_6::total     0.273812                       # miss rate for demand accesses (Ratio)
system.cpu0.l2cache.overallMissRate_6::cpu0.dcache.prefetcher     0.231838                       # miss rate for overall accesses (Ratio)
system.cpu0.l2cache.overallMissRate_6::switch_cpus0.data     0.905669                       # miss rate for overall accesses (Ratio)
system.cpu0.l2cache.overallMissRate_6::total     0.273812                       # miss rate for overall accesses (Ratio)
system.cpu0.l2cache.demandAvgMissLatency_6::cpu0.dcache.prefetcher 123138.256134                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.l2cache.demandAvgMissLatency_6::switch_cpus0.data 167232.729351                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.l2cache.demandAvgMissLatency_6::total 132223.331692                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.l2cache.overallAvgMissLatency_6::cpu0.dcache.prefetcher 123138.256134                       # average overall miss latency ((Tick/Count))
system.cpu0.l2cache.overallAvgMissLatency_6::switch_cpus0.data 167232.729351                       # average overall miss latency ((Tick/Count))
system.cpu0.l2cache.overallAvgMissLatency_6::total 132223.331692                       # average overall miss latency ((Tick/Count))
system.cpu0.l2cache.writebacks_6::writebacks        34144                       # number of writebacks (Count)
system.cpu0.l2cache.writebacks_6::total         34144                       # number of writebacks (Count)
system.cpu0.l2cache.demandMshrHits_6::cpu0.dcache.prefetcher        10280                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.l2cache.demandMshrHits_6::switch_cpus0.data           38                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.l2cache.demandMshrHits_6::total        10318                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.l2cache.overallMshrHits_6::cpu0.dcache.prefetcher        10280                       # number of overall MSHR hits (Count)
system.cpu0.l2cache.overallMshrHits_6::switch_cpus0.data           38                       # number of overall MSHR hits (Count)
system.cpu0.l2cache.overallMshrHits_6::total        10318                       # number of overall MSHR hits (Count)
system.cpu0.l2cache.demandMshrMisses_6::cpu0.dcache.prefetcher         4556                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2cache.demandMshrMisses_6::switch_cpus0.data         3812                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2cache.demandMshrMisses_6::total         8368                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2cache.overallMshrMisses_6::cpu0.dcache.prefetcher         4556                       # number of overall MSHR misses (Count)
system.cpu0.l2cache.overallMshrMisses_6::cpu0.l2cache.prefetcher        59887                       # number of overall MSHR misses (Count)
system.cpu0.l2cache.overallMshrMisses_6::switch_cpus0.data         3812                       # number of overall MSHR misses (Count)
system.cpu0.l2cache.overallMshrMisses_6::total        68255                       # number of overall MSHR misses (Count)
system.cpu0.l2cache.demandMshrMissLatency_6::cpu0.dcache.prefetcher    845571851                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.l2cache.demandMshrMissLatency_6::switch_cpus0.data    626043507                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.l2cache.demandMshrMissLatency_6::total   1471615358                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.l2cache.overallMshrMissLatency_6::cpu0.dcache.prefetcher    845571851                       # number of overall MSHR miss ticks (Tick)
system.cpu0.l2cache.overallMshrMissLatency_6::cpu0.l2cache.prefetcher   7785348278                       # number of overall MSHR miss ticks (Tick)
system.cpu0.l2cache.overallMshrMissLatency_6::switch_cpus0.data    626043507                       # number of overall MSHR miss ticks (Tick)
system.cpu0.l2cache.overallMshrMissLatency_6::total   9256963636                       # number of overall MSHR miss ticks (Tick)
system.cpu0.l2cache.demandMshrMissRate_6::cpu0.dcache.prefetcher     0.071195                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.l2cache.demandMshrMissRate_6::switch_cpus0.data     0.896730                       # mshr miss ratio for demand accesses (Ratio)
